"","No.","Time","Source","Destination","Protocol","Length","Info"
"153685",153685,575.69,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153686",153686,575.69,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153687",153687,575.7,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153688",153688,575.7,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153689",153689,575.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153690",153690,575.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153691",153691,575.72,"192.168.214.1","224.0.0.10","EIGRP",78,"Hello"
"153692",153692,575.72,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153693",153693,575.74,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153694",153694,575.74,"192.168.202.76","111.221.77.148","TCP",70,"52259 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153695",153695,575.74,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"153696",153696,575.74,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153697",153697,575.79,"192.168.228.1","224.0.0.10","EIGRP",78,"Hello"
"153698",153698,575.88,"192.168.227.1","224.0.0.10","EIGRP",78,"Hello"
"153699",153699,575.89,"192.168.202.91","192.168.205.253","TLSv1",335,"Application Data"
"153700",153700,575.89,"192.168.202.91","192.168.205.253","TCP",335,"[TCP Retransmission] 50049 > 443 [PSH, ACK] Seq=41475 Ack=28707 Win=21170 Len=277"
"153701",153701,575.89,"192.168.202.91","192.168.205.253","TLSv1",1231,"Application Data"
"153702",153702,575.89,"192.168.202.91","192.168.205.253","TCP",1231,"[TCP Retransmission] 50049 > 443 [PSH, ACK] Seq=41752 Ack=28707 Win=21170 Len=1173"
"153703",153703,575.89,"192.168.205.253","192.168.202.91","TCP",64,"443 > 50049 [ACK] Seq=28707 Ack=42925 Win=126 Len=0"
"153704",153704,575.89,"192.168.205.253","192.168.202.91","TCP",64,"[TCP Dup ACK 153703#1] 443 > 50049 [ACK] Seq=28707 Ack=42925 Win=126 Len=0"
"153705",153705,575.9,"192.168.205.253","192.168.202.91","TLSv1",1060,"Application Data, Application Data"
"153706",153706,575.9,"192.168.205.253","192.168.202.91","TCP",1060,"[TCP Retransmission] 443 > 50049 [PSH, ACK] Seq=28707 Ack=42925 Win=128 Len=1002"
"153707",153707,575.91,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153708",153708,575.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153709",153709,575.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153710",153710,575.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153711",153711,575.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153712",153712,575.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153713",153713,575.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153714",153714,575.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153715",153715,575.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153716",153716,575.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153717",153717,575.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153718",153718,576.08,"192.168.218.1","224.0.0.10","EIGRP",78,"Hello"
"153719",153719,576.11,"192.168.202.91","192.168.205.253","TCP",64,"50049 > 443 [ACK] Seq=42925 Ack=29709 Win=20919 Len=0"
"153720",153720,576.11,"192.168.202.91","192.168.205.253","TCP",64,"[TCP Dup ACK 153719#1] 50049 > 443 [ACK] Seq=42925 Ack=29709 Win=20919 Len=0"
"153721",153721,576.19,"192.168.202.76","157.55.56.147","TCP",70,"52260 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153722",153722,576.21,"WistronI_19:a5:d2","CiscoInc_9d:f2:c2","ARP",64,"Who has 192.168.202.1? Tell 192.168.202.89"
"153723",153723,576.21,"CiscoInc_9d:f2:c2","WistronI_19:a5:d2","ARP",64,"192.168.202.1 is at 00:16:47:9d:f2:c2"
"153724",153724,576.21,"192.168.202.85","192.168.202.255","NBNS",96,"Name query NB WPAD<00>"
"153725",153725,576.22,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"153726",153726,576.33,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"153727",153727,576.49,"192.168.202.97","178.255.83.2","TCP",66,"[TCP Retransmission] 2356 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"153728",153728,576.49,"192.168.202.1","192.168.202.97","ICMP",74,"Destination unreachable (Host unreachable)"
"153729",153729,576.54,"192.168.202.76","157.55.130.165","TCP",70,"[TCP Retransmission] 52254 > 40033 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153730",153730,576.55,"CiscoInc_6e:39:cb","CDP/VTP/DTP/PAgP/UDLD","CDP",135,"Device ID: SIP000FF76E39CB  Port ID: Port 1  "
"153731",153731,576.7,"CiscoInc_06:a7:fe","CDP/VTP/DTP/PAgP/UDLD","CDP",361,"Device ID: REDTEAM  Port ID: FastEthernet0  "
"153732",153732,576.72,"CiscoInc_9d:f2:8d","CiscoInc_9d:f2:8d","LOOP",60,"Reply"
"153733",153733,576.76,"192.168.202.76","157.55.130.165","TCP",70,"52261 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153734",153734,576.96,"192.168.202.85","192.168.202.255","NBNS",96,"Name query NB WPAD<00>"
"153735",153735,576.97,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"153736",153736,577.01,"192.168.202.93","172.19.1.100","DNS",77,"Standard query 0xa5e4 A www.apple.com"
"153737",153737,577.01,"192.168.202.93","172.19.1.100","DNS",77,"Standard query 0xd37f AAAA www.apple.com"
"153738",153738,577.01,"192.168.202.1","192.168.202.93","ICMP",74,"Destination unreachable (Host unreachable)"
"153739",153739,577.07,"192.168.217.1","224.0.0.10","EIGRP",78,"Hello"
"153740",153740,577.1,"CiscoInc_9d:f2:8d","CDP/VTP/DTP/PAgP/UDLD","DTP",60,"Dynamic Trunk Protocol"
"153741",153741,577.11,"192.168.211.1","224.0.0.10","EIGRP",78,"Hello"
"153742",153742,577.11,"192.168.202.76","111.221.77.148","TCP",70,"[TCP Retransmission] 52255 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153743",153743,577.18,"192.168.216.1","224.0.0.10","EIGRP",78,"Hello"
"153744",153744,577.23,"192.168.202.76","157.55.235.154","TCP",70,"52262 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153745",153745,577.58,"192.168.202.76","157.55.56.147","TCP",70,"[TCP Retransmission] 52256 > 40029 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153746",153746,577.58,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"153747",153747,577.69,"192.168.202.76","64.4.23.152","TCP",70,"52264 > 40028 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153748",153748,577.69,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153749",153749,577.7,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153750",153750,577.7,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153751",153751,577.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153752",153752,577.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153753",153753,577.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153754",153754,577.71,"SamsungE_eb:dc:f2","Broadcast","ARP",64,"Who has 192.168.202.1? Tell 192.168.202.85"
"153755",153755,577.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153756",153756,577.71,"CiscoInc_9d:f2:c2","SamsungE_eb:dc:f2","ARP",64,"192.168.202.1 is at 00:16:47:9d:f2:c2"
"153757",153757,577.71,"192.168.202.85","192.168.207.4","DNS",89,"Standard query 0x18de A softwareupdate.vmware.com"
"153758",153758,577.71,"192.168.207.4","192.168.202.85","DNS",146,"Standard query response 0x18de No such name A softwareupdate.vmware.com SOA A.ORSN-SERVERS.NET"
"153759",153759,577.72,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"153760",153760,577.73,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153761",153761,577.74,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153762",153762,577.75,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153763",153763,577.78,"192.168.201.1","224.0.0.10","EIGRP",78,"Hello"
"153764",153764,577.8,"192.168.203.1","224.0.0.10","EIGRP",78,"Hello"
"153765",153765,577.81,"192.168.202.76","157.55.56.147","TCP",70,"52265 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153766",153766,577.84,"192.168.220.1","224.0.0.10","EIGRP",78,"Hello"
"153767",153767,577.84,"192.168.219.1","224.0.0.10","EIGRP",78,"Hello"
"153768",153768,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153769",153769,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153770",153770,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153771",153771,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153772",153772,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153773",153773,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153774",153774,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153775",153775,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153776",153776,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153777",153777,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153778",153778,577.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153779",153779,578.01,"192.168.202.93","172.19.1.100","DNS",77,"Standard query 0xa5e4 A www.apple.com"
"153780",153780,578.01,"192.168.202.93","172.19.1.100","DNS",77,"Standard query 0xd37f AAAA www.apple.com"
"153781",153781,578.15,"192.168.202.76","157.55.130.165","TCP",70,"[TCP Retransmission] 52257 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153782",153782,578.15,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"153783",153783,578.47,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"153784",153784,578.61,"192.168.202.76","157.55.235.154","TCP",70,"[TCP Retransmission] 52258 > 40008 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153785",153785,578.66,"192.168.206.1","224.0.0.10","EIGRP",78,"Hello"
"153786",153786,578.73,"192.168.202.76","111.221.77.148","TCP",70,"[TCP Retransmission] 52259 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153787",153787,578.73,"192.168.202.76","157.55.235.142","TCP",70,"52266 > 40039 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153788",153788,578.73,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"153789",153789,578.78,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"153790",153790,578.86,"192.168.202.76","157.55.235.154","TCP",70,"52267 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153791",153791,578.87,"192.168.215.1","224.0.0.10","EIGRP",78,"Hello"
"153792",153792,578.95,"192.168.207.1","224.0.0.10","EIGRP",78,"Hello"
"153793",153793,579.17,"192.168.205.1","224.0.0.10","EIGRP",78,"Hello"
"153794",153794,579.19,"192.168.202.76","157.55.56.147","TCP",70,"[TCP Retransmission] 52260 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153795",153795,579.23,"192.168.202.89","92.243.8.139","TCP",70,"2247 > 21 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153796",153796,579.31,"192.168.202.76","64.4.23.152","TCP",70,"52268 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153797",153797,579.31,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"153798",153798,579.33,"192.168.229.1","224.0.0.10","EIGRP",78,"Hello"
"153799",153799,579.5,"192.168.202.1","224.0.0.10","EIGRP",78,"Hello"
"153800",153800,579.53,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"153801",153801,579.56,"CiscoInc_9d:f2:c5","Broadcast","ARP",64,"Who has 192.168.205.254? Tell 192.168.205.1"
"153802",153802,579.68,"192.168.213.1","224.0.0.10","EIGRP",78,"Hello"
"153803",153803,579.69,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153804",153804,579.7,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153805",153805,579.7,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153806",153806,579.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153807",153807,579.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153808",153808,579.72,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153809",153809,579.72,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153810",153810,579.73,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153811",153811,579.74,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153812",153812,579.75,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153813",153813,579.76,"192.168.202.76","157.55.130.165","TCP",70,"[TCP Retransmission] 52261 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153814",153814,579.76,"192.168.204.1","224.0.0.10","EIGRP",78,"Hello"
"153815",153815,579.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153816",153816,579.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153817",153817,579.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153818",153818,579.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153819",153819,579.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153820",153820,579.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153821",153821,579.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153822",153822,579.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153823",153823,579.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153824",153824,579.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153825",153825,579.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153826",153826,580,"fe80::216:47ff:fe9d:f2c5","ff02::1","ICMPv6",122,"Router Advertisement from 00:16:47:9d:f2:c5"
"153827",153827,580.04,"WistronC_8c:a5:69","CiscoInc_9d:f2:c2","ARP",64,"Who has 192.168.202.1? Tell 192.168.202.103"
"153828",153828,580.04,"CiscoInc_9d:f2:c2","WistronC_8c:a5:69","ARP",64,"192.168.202.1 is at 00:16:47:9d:f2:c2"
"153829",153829,580.06,"192.168.228.1","224.0.0.10","EIGRP",78,"Hello"
"153830",153830,580.21,"192.168.204.57","159.99.66.200","NTP",94,"NTP Version 3, client"
"153831",153831,580.21,"192.168.204.1","192.168.204.57","ICMP",74,"Destination unreachable (Host unreachable)"
"153832",153832,580.23,"192.168.202.76","157.55.235.154","TCP",70,"[TCP Retransmission] 52262 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153833",153833,580.23,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"153834",153834,580.28,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"153835",153835,580.31,"192.168.227.1","224.0.0.10","EIGRP",78,"Hello"
"153836",153836,580.33,"192.168.208.1","224.0.0.10","EIGRP",78,"Hello"
"153837",153837,580.35,"192.168.202.76","157.55.235.142","TCP",70,"52269 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153838",153838,580.37,"192.168.214.1","224.0.0.10","EIGRP",78,"Hello"
"153839",153839,580.41,"192.168.212.1","224.0.0.10","EIGRP",78,"Hello"
"153840",153840,580.47,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"153841",153841,580.68,"192.168.202.76","64.4.23.152","TCP",70,"[TCP Retransmission] 52264 > 40028 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153842",153842,580.81,"192.168.202.76","111.221.74.19","TCP",70,"52270 > 40023 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153843",153843,580.81,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"153844",153844,580.81,"192.168.202.76","157.55.56.147","TCP",70,"[TCP Retransmission] 52265 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153845",153845,580.9,"192.168.218.1","224.0.0.10","EIGRP",78,"Hello"
"153846",153846,580.93,"192.168.202.76","64.4.23.152","TCP",70,"52271 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153847",153847,581.01,"192.168.202.93","172.19.1.100","DNS",77,"Standard query 0xd833 A www.apple.com"
"153848",153848,581.01,"192.168.202.93","172.19.1.100","DNS",77,"Standard query 0xb7b9 AAAA www.apple.com"
"153849",153849,581.34,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"153850",153850,581.35,"Cisco-Li_90:f2:11","LLDP_Multicast","LLDP",286,"NoS = 00:18:f8:90:f1:e0 TTL = 120 System Name =  System Description = 48 10/100 ports and 4 gigabit ports with PoE switch "
"153851",153851,581.45,"192.168.217.1","224.0.0.10","EIGRP",78,"Hello"
"153852",153852,581.45,"192.168.211.1","224.0.0.10","EIGRP",78,"Hello"
"153853",153853,581.49,"192.168.202.76","111.221.77.148","TCP",66,"[TCP Retransmission] 52252 > 40004 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"153854",153854,581.49,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"153855",153855,581.5,"192.168.216.1","224.0.0.10","EIGRP",78,"Hello"
"153856",153856,581.7,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153857",153857,581.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153858",153858,581.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153859",153859,581.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153860",153860,581.71,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153861",153861,581.72,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153862",153862,581.72,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153863",153863,581.73,"192.168.202.76","157.55.235.142","TCP",70,"[TCP Retransmission] 52266 > 40039 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153864",153864,581.74,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153865",153865,581.75,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153866",153866,581.76,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153867",153867,581.82,"192.168.202.97","156.154.70.22","DNS",80,"Standard query 0xa1bd A dns.msftncsi.com"
"153868",153868,581.85,"192.168.202.76","157.55.235.154","TCP",70,"[TCP Retransmission] 52267 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153869",153869,581.92,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153870",153870,581.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153871",153871,581.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153872",153872,581.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153873",153873,581.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153874",153874,581.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"153875",153875,581.93,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
